platform,group,scene,scale,seed,test_ok,metric_pdr,metric_avg_delay_ms,metric_recov_ms,metric_gate_cmp,metric_gate_sw
rpl-lite,Full,Stable,40,2,1,1.000000,147.296,-1.000,122508,41
rpl-lite,Full,Stable,40,3,1,1.000000,147.992,-1.000,122740,43
rpl-lite,Full,Stable,40,4,1,1.000000,146.151,-1.000,122755,41
rpl-lite,Full,Stable,40,5,1,1.000000,153.852,-1.000,122293,41
rpl-lite,Full,Stable,40,6,1,1.000000,142.740,-1.000,123921,42
rpl-lite,Full,Stable,40,7,1,1.000000,163.524,-1.000,124759,44
rpl-lite,Full,Stable,40,8,1,1.000000,145.242,-1.000,122823,43
rpl-lite,Full,Stable,40,9,1,1.000000,150.429,-1.000,121245,40
rpl-lite,Full,Stable,40,10,1,1.000000,145.089,-1.000,123550,42
rpl-lite,Full,Stable,40,11,1,0.937500,158.898,-1.000,121052,42
rpl-lite,Full,Stable,40,12,1,1.000000,157.516,-1.000,122205,40
rpl-lite,Full,Stable,40,13,1,1.000000,153.589,-1.000,122588,40
rpl-lite,Full,Stable,40,14,1,1.000000,151.429,-1.000,122571,41
rpl-lite,Full,Stable,40,15,1,1.000000,149.229,-1.000,122181,41
rpl-lite,Full,Stable,40,16,1,1.000000,157.102,-1.000,122426,40
rpl-lite,Full,Stable,40,17,1,0.937500,151.098,-1.000,123248,39
rpl-lite,Full,Stable,40,18,1,0.937500,153.179,-1.000,122990,42
rpl-lite,Full,Stable,40,19,1,1.000000,163.163,-1.000,122404,41
rpl-lite,Full,Stable,40,20,1,1.000000,166.742,-1.000,122949,45
rpl-lite,Full,Stable,60,1,1,1.000000,145.910,-1.000,546991,63
rpl-lite,Full,Stable,60,2,1,1.000000,148.726,-1.000,543688,62
rpl-lite,Full,Stable,60,3,1,1.000000,152.477,-1.000,553946,63
rpl-lite,Full,Stable,60,4,1,1.000000,144.326,-1.000,546987,63
rpl-lite,Full,Stable,60,5,1,1.000000,168.276,-1.000,553754,60
rpl-lite,Full,Stable,60,6,1,1.000000,150.602,-1.000,560835,63
rpl-lite,Full,Stable,60,7,1,1.000000,159.163,-1.000,552763,69
rpl-lite,Full,Stable,60,8,1,1.000000,150.427,-1.000,548612,65
rpl-lite,Full,Stable,60,9,1,1.000000,159.363,-1.000,545098,60
rpl-lite,Full,Stable,60,10,1,0.937500,150.647,-1.000,555660,65
rpl-lite,Full,Stable,60,11,1,1.000000,163.729,-1.000,548032,63
rpl-lite,Full,Stable,60,12,1,1.000000,147.964,-1.000,546391,65
rpl-lite,Full,Stable,60,13,1,1.000000,166.214,-1.000,545397,61
rpl-lite,Full,Stable,60,14,1,1.000000,152.929,-1.000,551088,66
rpl-lite,Full,Stable,60,15,1,1.000000,149.363,-1.000,553677,62
rpl-lite,Full,Stable,60,16,1,1.000000,145.789,-1.000,548613,60
rpl-lite,Full,Stable,60,17,1,1.000000,155.910,-1.000,550779,62
rpl-lite,Full,Stable,60,18,1,1.000000,138.692,-1.000,551716,65
rpl-lite,Full,Stable,60,19,1,1.000000,155.563,-1.000,552097,60
rpl-lite,Full,Stable,60,20,1,1.000000,152.317,-1.000,554494,66
